Sample,Donor,Sample_type,score,proximity,model,standardized_beta,n_cells,n_fovs
46T,Donor46,T,core13,nearest_epi,unadjusted,-0.014398974667061658,636,14
46T,Donor46,T,core13,nearest_epi,adjusted,-0.0875428857974048,636,14
46T,Donor46,T,core13,epithelial_mass_k20,unadjusted,-0.058672261948900586,636,14
46T,Donor46,T,core13,epithelial_mass_k20,adjusted,-0.139766785752269,636,14
46T,Donor46,T,core13,nearest_epithelial_mass,unadjusted,-0.03164771000693608,636,14
46T,Donor46,T,core13,nearest_epithelial_mass,adjusted,-0.1498571533870229,636,14
46T,Donor46,T,noncytokine8,epi_k20,unadjusted,0.032710722658035776,636,14
46T,Donor46,T,noncytokine8,epi_k20,adjusted,-0.11772613914768182,636,14
46T,Donor46,T,noncytokine8,nearest_epi,unadjusted,0.00214843441618731,636,14
46T,Donor46,T,noncytokine8,nearest_epi,adjusted,-0.07607878672970411,636,14
46T,Donor46,T,noncytokine8,epithelial_mass_k20,unadjusted,-0.02577281174482839,636,14
46T,Donor46,T,noncytokine8,epithelial_mass_k20,adjusted,-0.10827494066589492,636,14
46T,Donor46,T,noncytokine8,nearest_epithelial_mass,unadjusted,0.005965791964767846,636,14
46T,Donor46,T,noncytokine8,nearest_epithelial_mass,adjusted,-0.11266053861137007,636,14
46T,Donor46,T,three_gene,epi_k20,unadjusted,-0.024350919573300475,636,14
46T,Donor46,T,three_gene,epi_k20,adjusted,-0.08897631234109084,636,14
46T,Donor46,T,three_gene,nearest_epi,unadjusted,-0.06087213714141127,636,14
46T,Donor46,T,three_gene,nearest_epi,adjusted,-0.08836874729342775,636,14
46T,Donor46,T,three_gene,epithelial_mass_k20,unadjusted,-0.033884793805322506,636,14
46T,Donor46,T,three_gene,epithelial_mass_k20,adjusted,-0.06006225423836217,636,14
46T,Donor46,T,three_gene,nearest_epithelial_mass,unadjusted,-0.016833188398059095,636,14
46T,Donor46,T,three_gene,nearest_epithelial_mass,adjusted,-0.07303391832466224,636,14
64N,Donor64,N,core13,epi_k20,unadjusted,0.0503520720691816,1640,9
64N,Donor64,N,core13,epi_k20,adjusted,-0.028234027460810617,1640,9
64N,Donor64,N,core13,nearest_epi,unadjusted,0.040825124577158506,1640,9
64N,Donor64,N,core13,nearest_epi,adjusted,-0.03542697968699356,1640,9
64N,Donor64,N,core13,epithelial_mass_k20,unadjusted,-0.01640440542372717,1640,9
64N,Donor64,N,core13,epithelial_mass_k20,adjusted,-0.030694986054574658,1640,9
64N,Donor64,N,core13,nearest_epithelial_mass,unadjusted,0.03804919552826951,1640,9
64N,Donor64,N,core13,nearest_epithelial_mass,adjusted,0.010046290924047714,1640,9
64N,Donor64,N,noncytokine8,epi_k20,unadjusted,0.06200568628034345,1640,9
64N,Donor64,N,noncytokine8,epi_k20,adjusted,-0.02832636801063345,1640,9
64N,Donor64,N,noncytokine8,nearest_epi,unadjusted,0.06301430001718623,1640,9
64N,Donor64,N,noncytokine8,nearest_epi,adjusted,-0.024818035171833525,1640,9
64N,Donor64,N,noncytokine8,epithelial_mass_k20,unadjusted,-0.008371664165116819,1640,9
64N,Donor64,N,noncytokine8,epithelial_mass_k20,adjusted,-0.028174930891770297,1640,9
64N,Donor64,N,noncytokine8,nearest_epithelial_mass,unadjusted,0.03657386180479636,1640,9
64N,Donor64,N,noncytokine8,nearest_epithelial_mass,adjusted,0.004401427666784749,1640,9
64N,Donor64,N,three_gene,epi_k20,unadjusted,-0.0006232157373524961,1640,9
64N,Donor64,N,three_gene,epi_k20,adjusted,-0.007990921604535512,1640,9
64N,Donor64,N,three_gene,nearest_epi,unadjusted,-0.011019110103173427,1640,9
64N,Donor64,N,three_gene,nearest_epi,adjusted,-0.013888113265532272,1640,9
64N,Donor64,N,three_gene,epithelial_mass_k20,unadjusted,0.005713420970408802,1640,9
64N,Donor64,N,three_gene,epithelial_mass_k20,adjusted,0.01003950188491943,1640,9
64N,Donor64,N,three_gene,nearest_epithelial_mass,unadjusted,0.11086290862338706,1640,9
64N,Donor64,N,three_gene,nearest_epithelial_mass,adjusted,0.11048822163434488,1640,9
64T,Donor64,T,core13,epi_k20,unadjusted,0.16988208004680422,2188,20
64T,Donor64,T,core13,epi_k20,adjusted,-0.006421082508173252,2188,20
64T,Donor64,T,core13,nearest_epi,unadjusted,0.10269979448178054,2188,20
64T,Donor64,T,core13,nearest_epi,adjusted,-0.04989517210771125,2188,20
64T,Donor64,T,core13,epithelial_mass_k20,unadjusted,0.08401670098588582,2188,20
64T,Donor64,T,core13,epithelial_mass_k20,adjusted,-0.013039554623740759,2188,20
64T,Donor64,T,core13,nearest_epithelial_mass,unadjusted,0.21188417271938842,2188,20
64T,Donor64,T,core13,nearest_epithelial_mass,adjusted,0.04807137872771814,2188,20
64T,Donor64,T,noncytokine8,epi_k20,unadjusted,0.20214663638570185,2188,20
64T,Donor64,T,noncytokine8,epi_k20,adjusted,0.00793660919733423,2188,20
64T,Donor64,T,noncytokine8,nearest_epi,unadjusted,0.13317803052070698,2188,20
64T,Donor64,T,noncytokine8,nearest_epi,adjusted,-0.037726483604127316,2188,20
64T,Donor64,T,noncytokine8,epithelial_mass_k20,unadjusted,0.10156400676211767,2188,20
64T,Donor64,T,noncytokine8,epithelial_mass_k20,adjusted,-0.00829608862655349,2188,20
64T,Donor64,T,noncytokine8,nearest_epithelial_mass,unadjusted,0.24916657170410114,2188,20
64T,Donor64,T,noncytokine8,nearest_epithelial_mass,adjusted,0.07510881023534248,2188,20
64T,Donor64,T,three_gene,epi_k20,unadjusted,0.10520677444842527,2188,20
64T,Donor64,T,three_gene,epi_k20,adjusted,0.04875892942371013,2188,20
64T,Donor64,T,three_gene,nearest_epi,unadjusted,0.04637084681799126,2188,20
64T,Donor64,T,three_gene,nearest_epi,adjusted,0.01257837222844702,2188,20
64T,Donor64,T,three_gene,epithelial_mass_k20,unadjusted,0.049057293874395363,2188,20
64T,Donor64,T,three_gene,epithelial_mass_k20,adjusted,0.011834509655436032,2188,20
64T,Donor64,T,three_gene,nearest_epithelial_mass,unadjusted,0.15604117751924446,2188,20
64T,Donor64,T,three_gene,nearest_epithelial_mass,adjusted,0.07715037735274291,2188,20
67T,Donor67,T,core13,epi_k20,unadjusted,0.05114921248922912,3225,27
67T,Donor67,T,core13,epi_k20,adjusted,-0.046135239939680474,3225,27
67T,Donor67,T,core13,nearest_epi,unadjusted,0.05097360349149763,3225,27
67T,Donor67,T,core13,nearest_epi,adjusted,-0.016190780548662867,3225,27
67T,Donor67,T,core13,epithelial_mass_k20,unadjusted,0.05738699149043813,3225,27
67T,Donor67,T,core13,epithelial_mass_k20,adjusted,0.009373211940825181,3225,27
67T,Donor67,T,core13,nearest_epithelial_mass,unadjusted,0.012478471577421688,3225,27
67T,Donor67,T,core13,nearest_epithelial_mass,adjusted,0.014431782305418856,3225,27
67T,Donor67,T,noncytokine8,epi_k20,unadjusted,0.0751672922742769,3225,27
67T,Donor67,T,noncytokine8,epi_k20,adjusted,-0.029845852679016308,3225,27
67T,Donor67,T,noncytokine8,nearest_epi,unadjusted,0.07261436466438101,3225,27
67T,Donor67,T,noncytokine8,nearest_epi,adjusted,-0.0037403084911483775,3225,27
67T,Donor67,T,noncytokine8,epithelial_mass_k20,unadjusted,0.057025189300461604,3225,27
67T,Donor67,T,noncytokine8,epithelial_mass_k20,adjusted,0.0076385728477193614,3225,27
67T,Donor67,T,noncytokine8,nearest_epithelial_mass,unadjusted,0.017245427041394843,3225,27
67T,Donor67,T,noncytokine8,nearest_epithelial_mass,adjusted,0.018937411792952677,3225,27
67T,Donor67,T,three_gene,epi_k20,unadjusted,0.0596280674804372,3225,27
67T,Donor67,T,three_gene,epi_k20,adjusted,0.0015955764775800723,3225,27
67T,Donor67,T,three_gene,nearest_epi,unadjusted,0.05136599905504459,3225,27
67T,Donor67,T,three_gene,nearest_epi,adjusted,0.018246328105684464,3225,27
67T,Donor67,T,three_gene,epithelial_mass_k20,unadjusted,0.06101729867833571,3225,27
67T,Donor67,T,three_gene,epithelial_mass_k20,adjusted,0.022905564457932744,3225,27
67T,Donor67,T,three_gene,nearest_epithelial_mass,unadjusted,0.04637254355502168,3225,27
67T,Donor67,T,three_gene,nearest_epithelial_mass,adjusted,0.03754775560438773,3225,27
73N,Donor73,N,core13,epi_k20,unadjusted,0.08331496973391711,1867,11
73N,Donor73,N,core13,epi_k20,adjusted,-0.05359650665415933,1867,11
73N,Donor73,N,core13,nearest_epi,unadjusted,0.11764626795457532,1867,11
73N,Donor73,N,core13,nearest_epi,adjusted,-0.06188221130798286,1867,11
73N,Donor73,N,core13,epithelial_mass_k20,unadjusted,-0.002364555212897555,1867,11
73N,Donor73,N,core13,epithelial_mass_k20,adjusted,-0.020180893936081957,1867,11
73N,Donor73,N,core13,nearest_epithelial_mass,unadjusted,0.08527635505557164,1867,11
73N,Donor73,N,core13,nearest_epithelial_mass,adjusted,-0.008379735545703218,1867,11
73N,Donor73,N,noncytokine8,epi_k20,unadjusted,0.10531030395377908,1867,11
73N,Donor73,N,noncytokine8,epi_k20,adjusted,-0.04935319269414009,1867,11
73N,Donor73,N,noncytokine8,nearest_epi,unadjusted,0.1402241882301549,1867,11
73N,Donor73,N,noncytokine8,nearest_epi,adjusted,-0.05314684854979886,1867,11
73N,Donor73,N,noncytokine8,epithelial_mass_k20,unadjusted,-0.010828068681227269,1867,11
73N,Donor73,N,noncytokine8,epithelial_mass_k20,adjusted,-0.03297676242064684,1867,11
73N,Donor73,N,noncytokine8,nearest_epithelial_mass,unadjusted,0.09663008854239995,1867,11
73N,Donor73,N,noncytokine8,nearest_epithelial_mass,adjusted,-0.0041935595264168835,1867,11
73N,Donor73,N,three_gene,epi_k20,unadjusted,-0.10794181036550779,1867,11
73N,Donor73,N,three_gene,epi_k20,adjusted,-0.04440277547684863,1867,11
73N,Donor73,N,three_gene,nearest_epi,unadjusted,-0.05768091362435351,1867,11
73N,Donor73,N,three_gene,nearest_epi,adjusted,-0.019769674018247124,1867,11
73N,Donor73,N,three_gene,epithelial_mass_k20,unadjusted,-0.04021114563987783,1867,11
73N,Donor73,N,three_gene,epithelial_mass_k20,adjusted,-0.02252731269228773,1867,11
73N,Donor73,N,three_gene,nearest_epithelial_mass,unadjusted,-0.004966481579567211,1867,11
73N,Donor73,N,three_gene,nearest_epithelial_mass,adjusted,0.0017347582890435867,1867,11
73T,Donor73,T,core13,epi_k20,unadjusted,0.04553583509645345,1828,31
73T,Donor73,T,core13,epi_k20,adjusted,0.0017965611968149737,1828,31
73T,Donor73,T,core13,nearest_epi,unadjusted,0.024828853893447064,1828,31
73T,Donor73,T,core13,nearest_epi,adjusted,-0.011332628977429976,1828,31
73T,Donor73,T,core13,epithelial_mass_k20,unadjusted,0.07843111204176581,1828,31
73T,Donor73,T,core13,epithelial_mass_k20,adjusted,0.024938075844454004,1828,31
73T,Donor73,T,core13,nearest_epithelial_mass,unadjusted,0.08269703814182627,1828,31
73T,Donor73,T,core13,nearest_epithelial_mass,adjusted,0.03963045174083593,1828,31
73T,Donor73,T,noncytokine8,epi_k20,unadjusted,0.05665275591123215,1828,31
73T,Donor73,T,noncytokine8,epi_k20,adjusted,0.005546042631061651,1828,31
73T,Donor73,T,noncytokine8,nearest_epi,unadjusted,0.02582956817327563,1828,31
73T,Donor73,T,noncytokine8,nearest_epi,adjusted,-0.019958098787988206,1828,31
73T,Donor73,T,noncytokine8,epithelial_mass_k20,unadjusted,0.08852414799722856,1828,31
73T,Donor73,T,noncytokine8,epithelial_mass_k20,adjusted,0.030847093776255666,1828,31
73T,Donor73,T,noncytokine8,nearest_epithelial_mass,unadjusted,0.08380628359575616,1828,31
73T,Donor73,T,noncytokine8,nearest_epithelial_mass,adjusted,0.035052151623794985,1828,31
73T,Donor73,T,three_gene,epi_k20,unadjusted,-0.008600224997740087,1828,31
73T,Donor73,T,three_gene,epi_k20,adjusted,0.006382316432947743,1828,31
73T,Donor73,T,three_gene,nearest_epi,unadjusted,-0.043700728598529824,1828,31
73T,Donor73,T,three_gene,nearest_epi,adjusted,-0.027283675989654168,1828,31
73T,Donor73,T,three_gene,epithelial_mass_k20,unadjusted,0.05540010534795851,1828,31
73T,Donor73,T,three_gene,epithelial_mass_k20,adjusted,0.03363882735907115,1828,31
73T,Donor73,T,three_gene,nearest_epithelial_mass,unadjusted,0.040270088235486556,1828,31
73T,Donor73,T,three_gene,nearest_epithelial_mass,adjusted,0.022858550999328722,1828,31
74T,Donor74,T,core13,epi_k20,unadjusted,0.1815133354108455,1307,15
74T,Donor74,T,core13,epi_k20,adjusted,0.00899388640073216,1307,15
74T,Donor74,T,core13,nearest_epi,unadjusted,0.1515665554899055,1307,15
74T,Donor74,T,core13,nearest_epi,adjusted,0.013103651258709761,1307,15
74T,Donor74,T,core13,epithelial_mass_k20,unadjusted,0.17544592257747357,1307,15
74T,Donor74,T,core13,epithelial_mass_k20,adjusted,0.026242269930852286,1307,15
74T,Donor74,T,core13,nearest_epithelial_mass,unadjusted,0.25414374925633093,1307,15
74T,Donor74,T,core13,nearest_epithelial_mass,adjusted,0.06396250252736974,1307,15
74T,Donor74,T,noncytokine8,epi_k20,unadjusted,0.21278094506309617,1307,15
74T,Donor74,T,noncytokine8,epi_k20,adjusted,0.024944855947495015,1307,15
74T,Donor74,T,noncytokine8,nearest_epi,unadjusted,0.17800240174721732,1307,15
74T,Donor74,T,noncytokine8,nearest_epi,adjusted,0.01820187951979588,1307,15
74T,Donor74,T,noncytokine8,epithelial_mass_k20,unadjusted,0.19837278740884348,1307,15
74T,Donor74,T,noncytokine8,epithelial_mass_k20,adjusted,0.03361622888975535,1307,15
74T,Donor74,T,noncytokine8,nearest_epithelial_mass,unadjusted,0.2926739862685871,1307,15
74T,Donor74,T,noncytokine8,nearest_epithelial_mass,adjusted,0.09113793138231063,1307,15
74T,Donor74,T,three_gene,epi_k20,unadjusted,0.2262917402001134,1307,15
74T,Donor74,T,three_gene,epi_k20,adjusted,0.05468436618309807,1307,15
74T,Donor74,T,three_gene,nearest_epi,unadjusted,0.212771855326939,1307,15
74T,Donor74,T,three_gene,nearest_epi,adjusted,0.0712494526820008,1307,15
74T,Donor74,T,three_gene,epithelial_mass_k20,unadjusted,0.2054075678085827,1307,15
74T,Donor74,T,three_gene,epithelial_mass_k20,adjusted,0.056649511218100614,1307,15
74T,Donor74,T,three_gene,nearest_epithelial_mass,unadjusted,0.25354375351396835,1307,15
74T,Donor74,T,three_gene,nearest_epithelial_mass,adjusted,0.06617564698025262,1307,15
7N,Donor7,N,core13,epi_k20,unadjusted,0.035447921566030924,1168,7
7N,Donor7,N,core13,epi_k20,adjusted,-0.10646011486947761,1168,7
7N,Donor7,N,core13,nearest_epi,unadjusted,0.06830225166974466,1168,7
7N,Donor7,N,core13,nearest_epi,adjusted,-0.08235011962001121,1168,7
7N,Donor7,N,core13,epithelial_mass_k20,unadjusted,0.02704078291595397,1168,7
7N,Donor7,N,core13,epithelial_mass_k20,adjusted,-0.014111384839981228,1168,7
7N,Donor7,N,core13,nearest_epithelial_mass,unadjusted,0.036250369040590466,1168,7
7N,Donor7,N,core13,nearest_epithelial_mass,adjusted,-0.03105990054439321,1168,7
7N,Donor7,N,noncytokine8,epi_k20,unadjusted,0.0646302200453618,1168,7
7N,Donor7,N,noncytokine8,epi_k20,adjusted,-0.09902694839764718,1168,7
7N,Donor7,N,noncytokine8,nearest_epi,unadjusted,0.10897095761827892,1168,7
7N,Donor7,N,noncytokine8,nearest_epi,adjusted,-0.05381791958631994,1168,7
7N,Donor7,N,noncytokine8,epithelial_mass_k20,unadjusted,0.04199533349700528,1168,7
7N,Donor7,N,noncytokine8,epithelial_mass_k20,adjusted,-0.004941916842058291,1168,7
7N,Donor7,N,noncytokine8,nearest_epithelial_mass,unadjusted,0.06452330780632998,1168,7
7N,Donor7,N,noncytokine8,nearest_epithelial_mass,adjusted,-0.008116628471275917,1168,7
7N,Donor7,N,three_gene,epi_k20,unadjusted,-0.10168680942529444,1168,7
7N,Donor7,N,three_gene,epi_k20,adjusted,-0.0901618000199494,1168,7
7N,Donor7,N,three_gene,nearest_epi,unadjusted,-0.06490117846619146,1168,7
7N,Donor7,N,three_gene,nearest_epi,adjusted,-0.04720007683320142,1168,7
7N,Donor7,N,three_gene,epithelial_mass_k20,unadjusted,-0.0658231503144318,1168,7
7N,Donor7,N,three_gene,epithelial_mass_k20,adjusted,-0.06285709289149086,1168,7
7N,Donor7,N,three_gene,nearest_epithelial_mass,unadjusted,0.02550064098248905,1168,7
7N,Donor7,N,three_gene,nearest_epithelial_mass,adjusted,0.026433770326108743,1168,7
7T,Donor7,T,core13,epi_k20,unadjusted,0.2324363407881474,865,15
7T,Donor7,T,core13,epi_k20,adjusted,0.08802174677877213,865,15
7T,Donor7,T,core13,nearest_epi,unadjusted,0.19080490046632614,865,15
7T,Donor7,T,core13,nearest_epi,adjusted,0.0507506073534269,865,15
7T,Donor7,T,core13,epithelial_mass_k20,unadjusted,0.16993953959699798,865,15
7T,Donor7,T,core13,epithelial_mass_k20,adjusted,0.06013003630271174,865,15
7T,Donor7,T,core13,nearest_epithelial_mass,unadjusted,0.1782759606813638,865,15
7T,Donor7,T,core13,nearest_epithelial_mass,adjusted,0.026421754526511913,865,15
7T,Donor7,T,noncytokine8,epi_k20,unadjusted,0.2852661176015129,865,15
7T,Donor7,T,noncytokine8,epi_k20,adjusted,0.14827587023112973,865,15
7T,Donor7,T,noncytokine8,nearest_epi,unadjusted,0.23480940897735075,865,15
7T,Donor7,T,noncytokine8,nearest_epi,adjusted,0.09289455085183883,865,15
7T,Donor7,T,noncytokine8,epithelial_mass_k20,unadjusted,0.18983279376911769,865,15
7T,Donor7,T,noncytokine8,epithelial_mass_k20,adjusted,0.07271387277916853,865,15
7T,Donor7,T,noncytokine8,nearest_epithelial_mass,unadjusted,0.19351068934016669,865,15
7T,Donor7,T,noncytokine8,nearest_epithelial_mass,adjusted,0.03429111385523947,865,15
7T,Donor7,T,three_gene,epi_k20,unadjusted,0.16072251084347716,865,15
7T,Donor7,T,three_gene,epi_k20,adjusted,0.08340105651583242,865,15
7T,Donor7,T,three_gene,nearest_epi,unadjusted,0.13538229801119744,865,15
7T,Donor7,T,three_gene,nearest_epi,adjusted,0.05757243798933777,865,15
7T,Donor7,T,three_gene,epithelial_mass_k20,unadjusted,0.1469184902652728,865,15
7T,Donor7,T,three_gene,epithelial_mass_k20,adjusted,0.08096027063563101,865,15
7T,Donor7,T,three_gene,nearest_epithelial_mass,unadjusted,0.1364551240658325,865,15
7T,Donor7,T,three_gene,nearest_epithelial_mass,adjusted,0.04820949946080913,865,15
92T,Donor92,T,core13,epi_k20,unadjusted,0.26186193547492376,1286,16
92T,Donor92,T,core13,epi_k20,adjusted,0.0810660796621137,1286,16
92T,Donor92,T,core13,nearest_epi,unadjusted,0.23718489227389009,1286,16
92T,Donor92,T,core13,nearest_epi,adjusted,0.0790664851144211,1286,16
92T,Donor92,T,core13,epithelial_mass_k20,unadjusted,0.25408824984137723,1286,16
92T,Donor92,T,core13,epithelial_mass_k20,adjusted,0.07840382088978438,1286,16
92T,Donor92,T,core13,nearest_epithelial_mass,unadjusted,0.28865412217119535,1286,16
92T,Donor92,T,core13,nearest_epithelial_mass,adjusted,0.10035892455011702,1286,16
92T,Donor92,T,noncytokine8,epi_k20,unadjusted,0.3475077488636815,1286,16
92T,Donor92,T,noncytokine8,epi_k20,adjusted,0.17156185931045237,1286,16
92T,Donor92,T,noncytokine8,nearest_epi,unadjusted,0.2971834177915868,1286,16
92T,Donor92,T,noncytokine8,nearest_epi,adjusted,0.13069581505808192,1286,16
92T,Donor92,T,noncytokine8,epithelial_mass_k20,unadjusted,0.32513943684362434,1286,16
92T,Donor92,T,noncytokine8,epithelial_mass_k20,adjusted,0.14978582267195903,1286,16
92T,Donor92,T,noncytokine8,nearest_epithelial_mass,unadjusted,0.32963808741425615,1286,16
92T,Donor92,T,noncytokine8,nearest_epithelial_mass,adjusted,0.12805025275434564,1286,16
92T,Donor92,T,three_gene,epi_k20,unadjusted,0.23938561537496753,1286,16
92T,Donor92,T,three_gene,epi_k20,adjusted,0.1317321932186473,1286,16
92T,Donor92,T,three_gene,nearest_epi,unadjusted,0.21792600665916648,1286,16
92T,Donor92,T,three_gene,nearest_epi,adjusted,0.12308343693485312,1286,16
92T,Donor92,T,three_gene,epithelial_mass_k20,unadjusted,0.22414075272970385,1286,16
92T,Donor92,T,three_gene,epithelial_mass_k20,adjusted,0.11302924548775294,1286,16
92T,Donor92,T,three_gene,nearest_epithelial_mass,unadjusted,0.21378557517912872,1286,16
92T,Donor92,T,three_gene,nearest_epithelial_mass,adjusted,0.07904954917275483,1286,16
NC,DonorC,N,core13,epi_k20,unadjusted,-0.14177876049285887,362,5
NC,DonorC,N,core13,epi_k20,adjusted,-0.10661350052732288,362,5
NC,DonorC,N,core13,nearest_epi,unadjusted,-0.1292634944127458,362,5
NC,DonorC,N,core13,nearest_epi,adjusted,-0.031071433651418474,362,5
NC,DonorC,N,core13,epithelial_mass_k20,unadjusted,-0.09197475490222155,362,5
NC,DonorC,N,core13,epithelial_mass_k20,adjusted,-0.052616488014000054,362,5
NC,DonorC,N,core13,nearest_epithelial_mass,unadjusted,-0.09451620246467389,362,5
NC,DonorC,N,core13,nearest_epithelial_mass,adjusted,-0.03378871429057792,362,5
NC,DonorC,N,noncytokine8,epi_k20,unadjusted,-0.12335004646933319,362,5
NC,DonorC,N,noncytokine8,epi_k20,adjusted,-0.10729857112971476,362,5
NC,DonorC,N,noncytokine8,nearest_epi,unadjusted,-0.10747392537661815,362,5
NC,DonorC,N,noncytokine8,nearest_epi,adjusted,-0.037434611290919476,362,5
NC,DonorC,N,noncytokine8,epithelial_mass_k20,unadjusted,-0.08135451256118621,362,5
NC,DonorC,N,noncytokine8,epithelial_mass_k20,adjusted,-0.048531520705096046,362,5
NC,DonorC,N,noncytokine8,nearest_epithelial_mass,unadjusted,-0.08309975764478908,362,5
NC,DonorC,N,noncytokine8,nearest_epithelial_mass,adjusted,-0.031712842847164,362,5
NC,DonorC,N,three_gene,epi_k20,unadjusted,-0.1801168085226857,362,5
NC,DonorC,N,three_gene,epi_k20,adjusted,-0.09665725607976618,362,5
NC,DonorC,N,three_gene,nearest_epi,unadjusted,-0.15718340066718445,362,5
NC,DonorC,N,three_gene,nearest_epi,adjusted,-0.031788018074624294,362,5
NC,DonorC,N,three_gene,epithelial_mass_k20,unadjusted,-0.08606480593005744,362,5
NC,DonorC,N,three_gene,epithelial_mass_k20,adjusted,-0.018937846701775306,362,5
NC,DonorC,N,three_gene,nearest_epithelial_mass,unadjusted,-0.06809348268691605,362,5
NC,DonorC,N,three_gene,nearest_epithelial_mass,adjusted,0.012784205770856625,362,5
